Italian police seek murder clues	Why popstars are going it alone	Police in the central Italian town of Perugia have been carrying out a detailed search of a flat where a British student was found murdered.  Meredith Kercher, 21, was found on Friday afternoon with her throat cut in an apartment she shared.  Bloodstains were found in the bathroom and her bedroom door was locked from the inside while her window was broken.  Her father John said he was due to fly to Italy, and the Foreign Office said it was working with Italian officials.  Miss Kercher, from Coulsdon, south London, had been on a study year from Leeds University.  Clues  Police are said to be examining her phone, found in a nearby garden before her body was discovered, and a second phone found near her body.  Police discovered her body in her locked bedroom  Police are also keen to trace an Italian boyfriend and a missing key used to lock Miss Kercher's door.  They also recovered a bloodstained handkerchief from close to the apartment.  Police said Miss Kercher had watched a film at a friend's house on Thursday evening but returned home alone to the apartment she shared with three others.  BBC correspondent Christian Fraser said the door to the bedroom in which she was found had been locked from the inside and it is thought the murderer may have left through a broken window.
Leopard upgrade hits Mac firewall	NHS staff protest against reforms	A second man has been arrested under the Terrorism Act after potentially explosive materials were seized at a house in Goole in East Yorkshire.  The 31-year-old from Goole, was arrested in the Dundee area of Tayside at 0130 GMT on Saturday.  Another 31-year-old was arrested in Goole on Wednesday following a search of a house in Pasture Road.  The man arrested in Dundee will be brought to Leeds for questioning by Counter Terrorism Unit (CTU) officers.  On Friday, a court approved a warrant to hold the man detained on Wednesday for seven days.  He was being held pending further inquiries by CTU officers and the results of forensic tests, police said.
Anger at ministers' e-crime reply	Strike set to silence talk shows	A popular Australian television news presenter has been found dead at a notorious suicide spot in Sydney.  Charmaine Dragun, 29, was a rising star on Network Ten and co-anchor of a primetime evening news programme.  Her body was found by police at the bottom of The Gap, part of Sydney's sea cliffs, on Friday afternoon.  Friends and family are said to be in shock and tributes have been posted on fan websites. Police are not treating her death as suspicious.  'State of shock'  Police have not commented on the circumstances, but have said that several witnesses reported seeing a woman on the cliffs.  We are all in a state of shock and sadness at this terrible news, said chief executive officer of Network Ten, Grant Blackley, in a statement.  Charmaine was a highly intelligent, vibrant and caring person, universally liked and admired by her colleagues.  Our deepest sympathies go to her partner, Simon, and her family.  A statement on Ms Dragun's agent's website described her as a journalist who loves a good story and... loves her job.  Ms Dragun is survived by her partner of eight years.
Astronaut fixes torn solar panel	Russia relents in Lufthansa row	Police have arrested a Glasgow man in connection with the theft of the Leonardo da Vinci masterpiece Madonna with the Yarnwinder.  Private investigator Michael Brown is expected to appear in Dumfries Sheriff Court charged with conspiracy to rob and to extort.  He is the fifth person to have been arrested after the recovery of the painting four weeks ago.  The artwork was stolen from Drumlanrig Castle, Dumfriesshire, in 2003.  In a short statement, Dumfries and Galloway Police confirmed a 45-year-old man from the Glasgow area had been arrested.  Four other people were charged earlier this month after a police raid in Glasgow.  Mr Brown runs Diamond Investigations in the city centre.  Dumfries and Galloway Police arrived at his Bearsden home on Tuesday morning, before taking him to their Dumfries HQ for questioning.
Oprah school employee arrested	Electronic Arts to close UK site	Pakistan's President Pervez Musharraf has defended his decision to declare emergency rule, saying he could not allow the country to commit suicide.  In a televised address he said Pakistan had reached a crisis brought about by militant violence and a judiciary which had paralysed the government.  The chief justice has been replaced and the Supreme Court surrounded by troops.  The moves came as the Supreme Court was due to rule on the legality of Gen Musharraf's October election victory.  The court was to decide whether Gen Musharraf was eligible to run for re-election last month while remaining army chief.  The BBC's Barbara Plett reports from Islamabad that fears had been growing in the government that the Supreme Court ruling could go against Gen Musharraf.  Profile: Pervez Musharraf  Reaction in quotes  Former Prime Minister Benazir Bhutto, who recently returned to the country after years of self-exile to lead her party in planned parliamentary elections, was in Dubai on a personal visit when news of the declaration broke.  However, she immediately flew back to Karachi where she condemned Gen Musharraf's decision.  It not clear whether the parliamentary elections due in January will go ahead. Gen Musharraf made no mention of them in his speech, but he insisted he wanted to restore democracy.  Suicide warning  Pakistan has been engulfed in political upheaval in recent months, and the security forces have suffered a series of blows from pro-Taleban militants opposed to Gen Musharraf's support for the US-led war on terror.  In a lengthy televised speech late on Saturday, Mr Musharraf said the situation had forced him into making some very painful decisions.  In pictures: Emergency rule  Declaration: Full text  I suspect that Pakistan's sovereignty is in danger unless timely action is taken, he said.  He insisted his decisions were made for the benefit of Pakistan.  Extremists are roaming around freely in the country, and they are not scared of law-enforcement agencies, the president said.  As well as defending emergency rule to the Pakistani people, Gen Musharraf also appealed directly to his Western allies for patience.  Kindly understand the criticality of the situation in Pakistan and around Pakistan. Pakistan is on the verge of destabilisation, he said.  Inaction at this moment is suicide for Pakistan and I cannot allow this country to commit suicide.  US Secretary of State Condoleezza Rice said the declaration of emergency rule was highly regrettable and called upon Pakistan to have free and fair elections.  UK Foreign Secretary David Miliband also expressed concern, saying it was vital Pakistan's government abides by the commitment to hold free and fair elections on schedule.  New chief justice  Gen Musharraf's address echoed the text of the declaration of emergency rule, which opens with a reference to the grave threat posed by the visible ascendancy in the activities of extremists and incidents of terrorist attacks.  Benazir Bhutto returned to Pakistan in response to the news  It ends by saying that the constitution is in abeyance - which, according to our correspondent, in effect means that martial law has been imposed, although there is not a heavy security presence on the streets.  The political and judicial core of Islamabad has been shut down, but the rest of the city is functioning normally, our correspondent says.  She says it is clear from reading the emergency proclamation that the main target is the judiciary which is accused of interfering in government policy and weakening the struggle against terrorism.  Chief Justice Iftikhar Chaudhry and eight other judges refused to endorse the emergency order, declaring it unconstitutional, resulting in Mr Chaudhry's dismissal.  A new chief justice has been appointed, officials say. He is Supreme Court judge Abdul Hameed Dogar, a supporter of Gen Musharraf who was a member of the special tribunal appointed to investigate allegations of wrongdoing by Mr Chaudhry.  Ms Bhutto's return from self-imposed exile last month came about with the co-operation of Gen Musharraf.  Our correspondent says that in the changed circumstances she will have to decide whether she is returning to lead the opposition against the president, or should wait on the sidelines in the hopes of securing an agreement with him.
Lavigne takes MTV awards double	Industry reacts to games review	Police have arrested a second man in connection with a fatal stabbing in a block of flats.  Neil Hampson, 32, was attacked on a landing at Havre Tower in the Weston area of Southampton, Hampshire, in the early hours and later died in hospital.  A search for a suspect ended when a 27-year-old man was arrested in Bournemouth, Dorset.  Another man, aged 25 and from Southampton, had already been arrested on suspicion of murder.  Mr Hampson, a single man from the Merryoak area of Southampton, died at the city's general hospital and a murder investigation, codenamed Operation Wycliffe, was launched.  Manhunt  A Hampshire Constabulary spokesperson said a fight broke out on the landing outside a 12th floor flat.  Earlier a manhunt was launched to find a suspect who escaped the scene in a stolen car.  Dorset Police helicopter, dog and firearms officers were drafted in to help with the search.  The stolen car was found shortly before 0800 GMT in Bournemouth.  Mr Hampson's next-of-kin have been informed and a post-mortem examination is expected to be carried out later.  The area outside the flats was cordoned off while crime scene officers investigate.  Det Insp Darren O'Callaghan, from the major crime team, reassured residents it was an isolated incident.
Author Lee to receive US honour	Second man held over terror raid	Russia says the armed seizure of a Ukrainian oil refinery in which it has a stake is a flagrant outrage.  Russian First Deputy PM Sergei Ivanov accused Kiev of inaction after a former head of the Kremenchuk refinery, backed by armed guards, was reinstated.  Pavel Ovcharenko cited a court order returning him control of the refinery.  Kremenchuk's Russian oil supplier - and shareholder - has suspended deliveries, prompting fears of a fresh row between Moscow and Kiev over energy supplies.  The Russian firm Tatneft, based in the Tatarstan region, has a 28.8% stake in the refinery.  The Tatarstan government has urged Ukraine's chief prosecutor to launch criminal proceedings against those who seized the plant.  Russia and Ukraine only recently ended months of dispute by negotiating a deal over the supply of natural gas.  Russian giant Gazprom had been threatening to suspend gas deliveries to Ukraine over alleged unpaid bills.  Ukraine had in turn accused Russia of using energy as a political lever against its pro-Western government.  'Heading for crisis'  Mr Ivanov said on Friday that the dispute over Kremenchuk had harmed greatly the relations between Ukrainian and Russian investors.  He urged Kiev to intervene, saying the Ukrainian authorities' inaction is bewildering.  Armed men entered the Kremenchuk complex on 19 October.  The refinery's boss, Sergei Glushko, was forced from office and its former chief, Pavel Ovcharenko, was reinstated.  The change prompted Tatneft to suspend oil supplies.  On its website, Tatneft says the members of a private security firm had forcibly entered the refinery, battered its guards and briefly corralled board members into a room.  Mr Ovcharenko told AFP news agency the raid had been conducted by bailiffs and had the backing of a court order.  Mr Glushko, quoted by Reuters news agency, said Kremenchuk would stop functioning if it turned to domestic oil supplies and imports from other sources to replace the Russian oil.  Without Russian oil we cannot do anything, he said. Give it a week more and we will be in crisis.
PS3 network enters record books	Mum's appeal after son's suicide	Police in the central Italian town of Perugia have been carrying out a detailed search of a flat where a British student was found murdered.  Meredith Kercher, 21, was found on Friday afternoon with her throat cut in an apartment she shared.  Bloodstains were found in the bathroom and her bedroom door was locked from the inside while her window was broken.  Her father John said he was due to fly to Italy, and the Foreign Office said it was working with Italian officials.  Miss Kercher, from Coulsdon, south London, had been on a study year from Leeds University.  Clues  Police are said to be examining her phone, found in a nearby garden before her body was discovered, and a second phone found near her body.  Police discovered her body in her locked bedroom  Police are also keen to trace an Italian boyfriend and a missing key used to lock Miss Kercher's door.  They also recovered a bloodstained handkerchief from close to the apartment.  Police said Miss Kercher had watched a film at a friend's house on Thursday evening but returned home alone to the apartment she shared with three others.  BBC correspondent Christian Fraser said the door to the bedroom in which she was found had been locked from the inside and it is thought the murderer may have left through a broken window.
Google opens up social networks	China raises fuel prices by 10%	
Two sailors start 4,000-mile race	Overcoming your virtual fears	Late-night TV chat shows seem likely to be the first victims of a strike by the US screenwriters' union, which has been called over royalty payments.  The Writers Guild of America has asked its 12,000 members to stop working and set up picket lines from Monday.  It wants more cash for work which goes on new media such as DVDs or online.  Shows hosted by stars such as Jay Leno, David Letterman and Jon Stewart are expected to stop almost immediately as they rely on a supply of topical jokes.  They call it the toughest time for comedy writing since those three weeks back in the 1990s when Bill Clinton stopped dating  Talk show host Jay Leno  It was anticipated NBC would broadcast repeats of Leno's programme, The Tonight Show, plus Late Night with Conan O'Brien and Saturday Night Live from Monday if the walkout went ahead, the Hollywood Reporter said.  It also said old episodes of The Daily Show and The Colbert Report would be screened under contingency plans by the Comedy Central channel.  But as yet it was unclear what other networks intended to do, it added.  Leno made a quip about the strike on-air on Friday, saying: They call it the toughest time for comedy writing since those three weeks back in the 1990s when Bill Clinton stopped dating. Remember that?  Filling the gaps  The last such action, in 1988, disrupted the autumn television season.  At that time, Letterman was host of NBC's Late Night, and his programme was taken off-air at first. It did return before the end of the 22-week strike, however, but many other shows remained unbroadcast.  Satirical show The Colbert Report is set to be among the casualties  It is anticipated daytime TV output, such as chat shows and soap operas, would be next to suffer if this month's walkout goes ahead. These series are typically recorded about a week in advance of transmission.  The strike would not immediately impact production of film or primetime TV programmes, the Associated Press reported.  This was because most movie studios had already kept aside a number of scripts, and many high-profile TV dramas and comedies had enough scripts or completed shows to last until early next year.  But then Hollywood analysts do expect the supply of shows such as Desperate Housewives, Ugly Betty and CSI to fizzle out, and many writers fear the TV networks will turn to additional repeats and reality programmes to fill the resulting gaps.  Further negotiations  The studios and the union will meet on Sunday morning for last-ditch talks at a neutral venue.  Writers are demanding an increase in the fees they receive when their work is reproduced on DVDs, and a better share of revenue derived from content on the internet, mobile phones and other electronic devices.  Writers have been taking their protest to the streets of New York  But producers have rejected their demands as unworkable.  This led to Letterman calling producers cowards, cutthroats and weasels on his CBS show on Thursday.  Michael Winship, president of the WGA on the East Coast, said there was still time to prevent the walkout, adding: We urge the studios to come back and bargain fairly.  Nick Counter, president of the Alliance of Motion Picture and Television Producers, said the studios were ready to meet and finish negotiations over the weekend.  Earlier, Mr Counter had said no progress was possible for overriding business reasons as long as writers insisted on increasing royalties from DVD sales.  The DVD issue is a roadblock to these negotiations, he added.  We asked for your views on this story. Here is a selection of the responses received.  I have screenplays registered with the Writer's Guild of America West, so I can have the additional protection when pushing my work overseas, mainly in Japan as a backdoor, so I can get into the USA. I think the MBA (Minimum Usage Agreement) is a poor man's farce, plus what a writer has to do just to achieve entry into the Guild is nearly beyond belief. But on the other side, the amount of cut-throat dishonesty that exists among leading industry producers is much worse. Without the Guild's protection we really would have nothing. Given the global economy in which all mediums compete with everything, a larger royalty belongs to the writers. And let's not forget the overcost of for-profit health care in America that the Guild provides to writers as a benefit. This is always left out of the equation. It's not a benefit, when in reality we are fighting for our lives against a for-profit health care system that's against all of us. I fully support all the writers' efforts as one. But as a free agent, I will continue.Alan Colosi, Boston, Massachusetts  As one of the very few British members of the Writers Guild of America (West), I'm saddened by the Producers' attitude in this negotiation. This is a New Century, and a different world we live in. The Internet has helped change the fabric of our existence, and the WGA Membership are seriously taking new distribution methods for our created material into account now...our livelihoods depend upon it. I believe our Guild have the grim resolve to push this unfortunate strike, until we're finally given a fair piece of the pie we're so instrumental in baking. Be warned, Mr Counter: we're unlikely to cave as readily today as we did nearly two decades ago... Peter Briggs, Los Angeles, California & London, UK  I have been writing these worthless scripts for years. I am actually pleased there will be a strike. Not necessarily for better royalties. I think it will give people a chance to reflect upon the mind-numbing quality of what we are churning out. Andrew Johnston, Evreeware, California  This isn't just about the writers, it affects everyone in this town... from the make-up artists to the production assistants just starting out. People think that it's just rich writers being affected, but they are way off. This town thrives on this industry and the fact that the rich execs wont pay a fair rate to those that deserve it blows my mind. The big issue here is that this is just the start. The contracts with the Directors Guild (DGA) and Screen Actors Guild (SAG) will also be facing this same issue in a few months, so they better figure out something... quick!David Tobin, Hollywood, California  The bright side is that maybe unknown writers like me will be able to get their work noticed out of sheer desperation. Hopefully they will find the talented, unnoticed writers that were unable to get their scripts noticed.Daniel Tokle, Lakewood, Callifornia  Daniel - on behalf of my fellow members of the WGA, I want to remind you that if you submit materials to the signatory studios and production shops during a strike, your action will effectively ban you from joining the WGA, thereby stopping your prospective writing career before it has even begun. JK, New York, New York  I applaud David Letterman's description of the producers as cowards, cutthroats and weasels. But he *was* reading it off the autocue.PedroC, UK  I am a British writer who also works in LA and am a member of the WGA. It may seem to people outside the industry that it's one priviliged group whingeing at another. Apart from the fact that many, if not most, writers struggle to make a living, what's at stake is an erosion of the fundamental right to be paid fairly for the work you do. To put fair share into context: the writer's royalty from a $10 DVD is four cents. The studios have been trying to reduce this!Mark Burton, Reading, UK  Actually, Mark Burton's number is inaccurate - the writer's royalty from a $10 DVD would be TWO cents. It's FOUR cents on a $20 DVD. Which is less than it costs to wrap the thing in plastic.Stephen, Los Angeles, California  It's not like the trash collectors are going on strike, which would have a devastating affect on our lives. It's hard to take someone seriously who produces nothing that society needs.Frank Nelk, Boston, Massachusetts  Writers have always been second-class citizens in Hollywood, viewed as little more than the help. How pathetic is it that Letterman and Leno make millions per year, but if the writers walk out they have to shut it down? Must be nice to earn that much off the work of others...JB, Palmetto, Florida  About time we had a clearout of these mind-numbing shows which are endless unoriginal commercials puntuated by a few minutes of dialogue. Only a few are worth preserving but even they get crass after a few episodes. Hope the strike goes on forever, then we might get a rethink of how to entertain!Bob, Spring, Texas
Leopard upgrade hits Mac firewall	Lavigne takes MTV awards double	Around 15,000 Standard Life customers could be at risk of fraud after their personal details were lost by HM Revenue & Customs (HMRC).  The data was on a CD sent from the Revenue office in Newcastle to the company's headquarters in Edinburgh.  But the disc containing names, national insurance numbers, dates of birth and pension data never arrived at its intended destination.  HMRC and Standard Life have warned those at risk to be vigilant.  How the breach occurred  The Revenue routinely sends CDs containing personal data on taxpayers to the insurance companies which hold their pensions.  A month ago a CD containing the names, national insurance numbers, dates of birth and pension plan numbers of nearly 15,000 Standard Life customers was lost by a courier taking it from the Revenue national insurance contributions office in Newcastle to the insurer's headquarters in Edinburgh.  We have... seen no indications of any suspicious activity  John Gill, Standard Life's director for customer services  A second CD containing data on some customers of an unnamed second firm has also gone missing.  Warning letters have only now been sent to customers by HMRC and Standard Life, five weeks after the data breach occurred.  One customer, Carolyn, was not happy about the delay.  This happened at the end of September and it is a month before notification.  They are saying that addresses were not on there, but if someone has your surname and date of birth it is not that difficult to track you down.  Standard Life's director for customer services, John Gill, told Money Box on Radio 4, We have no evidence that the disc has fallen into third party hands and we have also been closely monitoring all the accounts and have seen no indications of any suspicious activity.  Encryption  The Revenue refused to say on security grounds whether the information was encrypted.  John Gill said it was in a coded format that would not be easy to read.  But the joint letter from the two organisations warned customers that there is a possibility that your personal data could be accessed by someone other than HMRC or Standard Life.  HMRC INFORMATION  For further information, the HMRC has set up the following helplines:(lines open from 0830 to 1700 Monday to Thursday and 0830 to 1630 on Fridays)  Surname beginning A-E: 0845 91 50249 or 0845 91 50134  Surname beginning F-J: 0845 91 50242 or 0845 91 50139  Surname beginning K-O: 0845 91 50267 or 0845 91 50244  Surname beginning P-T: 0845 91 50201 or 0845 91 58845  Surname beginning U-Z: 0845 91 50139  John Gill confirmed that Standard Life was still receiving discs from the Revenue and was awaiting further info from the Revenue on how they propose to do this going forward.  This latest incident is the second time in a month that the Revenue has admitted losing taxpayers' details.  Early in October it revealed that a laptop had been stolen containing data on up to 2000 people with investment ISAs.  BBC Radio 4's Money Box was broadcast on Saturday, 3 November 2007 at 1204 GMT.
Labour 'united despite mistakes'	MySpace in Google software deal	The first official order for the so-called $100 laptop has been placed by the government of Uruguay.  The South American country has bought 100,000 of the machines for schoolchildren aged six to 12.  A further 300,000 may be purchased to provide a machine for every child in the country by 2009.  The order will be a boost for the One Laptop per Child (OLPC) organisation behind the project which has admitted difficulties getting concrete orders.  I have to some degree underestimated the difference between shaking the hand of a head of state and having a cheque written, Nicholas Negroponte, the founder of the organisation, recently told the New York Times.  However, he said he was delighted with the first deal.  We commend Uruguay for being the first country to take concrete actions to provide laptops to all its children and teachers and look forward to other countries following this example, he said.  Rumour factory  The XO laptop, as the machine is known, has been developed to be used primarily by children in the developing world.  It is durable, waterproof and can be powered by solar, foot-pump or pull-string powered chargers. It includes a sunlight readable display so that it can be used outside and has no moving parts.  OLPC aims to sell the laptop for $100 or less. However, over the last year, the machine's price has steadily increased and now costs $188 (93).  Governments were initially offered the green and white machines in lots of 250,000. However, this has since changed and there are now a variety of ways that the laptops are sold or distributed.  For example, from 12 November, members of the public can buy a machine for themselves as well as one for a child in a developing country.  The Give 1 Get 1 (G1G1) programme will initially distribute laptops to Cambodia, Afghanistan, Rwanda and Haiti.  Other schemes allow donors to purchase lots of 100 or more of the machines for a country of their choice. Prices start at $299 (145) per machine.  Connected country  However, the main focus for OLPC has been selling the machines direct to governments.  The $100 has already been tested in many countries  In July, hardware suppliers were told to ramp-up production of all of the components needed to build the low-cost machines.  Many believed that the decision meant that the organisation had met or surpassed the three million orders it need to make production viable. However, the latest news suggests this was not the case.  Previous reports had also suggested deals with the governments of Libya, to provide a laptop for every child, as well as Peru and a sponsorship programme with Italy to provide 50,000 machines to Ethiopia.  A spokesperson for OLPC said none of these were confirmed deals.  Instead, Uruguay is the first country to sign up for the scheme.  The order for 100,000 machines was placed by the state-run Laboratorio Tecnolgico del Uruguay (Latu) which runs a large scale education and communications project known as Ceibal.  The scheme will also provide connectivity to all of the schools involved.  Before placing the order, Latu had also evaluated the rival Intel Classmate PC.  Initially the XO laptops will be distributed in eight to nine of the country's 19 regions. A further 300,000 machines will provide machines for all of the country's children.  We will also cover the rest of the country later in 2008 and Montevideo in 2009, said Miguel Brechner, president of the organisation.
When work becomes a game	Man, 93, dies after car park row	A 93-year-old man has died following a row over parking in a car park on the outskirts of Plymouth.  Police said the elderly man was with his son when they got in to an argument with another man at the Lister Mill Business Park in Plympton, Devon.  The pensioner ended up on the ground with a head injury before being taken to hospital where he later died.  Police said they were unsure whether the man was pushed or fell during the incident at about 1500 GMT on Friday.  'Simple argument'  Jim Webster, Ch Supt of Devon and Cornwall Police, said: The pensioner was doing some business on Friday afternoon, out with his son on a quite ordinary day.  It appears it was a simple argument about a parking space. he added.  There's no indication at this stage that he was punched.  It wasn't a violent argument but it ended up with the aged victim falling to the floor, being taken to hospital with a head injury where he deteriorated.  The 93-year-old from Beacon Park in the city died during the early hours of Saturday morning and officers launched a murder investigation.  A post-mortem examination showed the pensioner died from head injuries.  A 50-year-old man from Plymouth was arrested and taken for questioning at Charles Cross Police Station.
US spending slow despite rate cut	New school motto: Hit that target	
Blanchett defends director role	Intel backs wireless Africa plan	Police have arrested a second man in connection with a fatal stabbing in a block of flats.  Neil Hampson, 32, was attacked on a landing at Havre Tower in the Weston area of Southampton, Hampshire, in the early hours and later died in hospital.  A search for a suspect ended when a 27-year-old man was arrested in Bournemouth, Dorset.  Another man, aged 25 and from Southampton, had already been arrested on suspicion of murder.  Mr Hampson, a single man from the Merryoak area of Southampton, died at the city's general hospital and a murder investigation, codenamed Operation Wycliffe, was launched.  Manhunt  A Hampshire Constabulary spokesperson said a fight broke out on the landing outside a 12th floor flat.  Earlier a manhunt was launched to find a suspect who escaped the scene in a stolen car.  Dorset Police helicopter, dog and firearms officers were drafted in to help with the search.  The stolen car was found shortly before 0800 GMT in Bournemouth.  Mr Hampson's next-of-kin have been informed and a post-mortem examination is expected to be carried out later.  The area outside the flats was cordoned off while crime scene officers investigate.  Det Insp Darren O'Callaghan, from the major crime team, reassured residents it was an isolated incident.
Industry reacts to games review	Bernard Matthews boss quits firm	The Labour government has made some mistakes during the past few weeks, but remains united, Schools Secretary Ed Balls has said.  In a speech to Labour supporters Mr Balls, a close ally of PM Gordon Brown, said the party had the strength to deal with difficult times.  It is still our party that has been setting the policy agenda, he insisted.  The government's parliamentary plans are to be set out on Tuesday.  Echoing comments Mr Brown made in October about ups and downs, Mr Balls said the party had been boosted by a successful conference in September but all was not plain sailing.  I believe that as a party and a government we have shown the strength to deal with difficult times  Ed BallsSchools Secretary  Since then - what can I say - it's been a bit up and down. And we have made some mistakes.  But for all the sound and fury of the past few weeks, it is still our party that has been setting the policy agenda - not taking the easy, short-term course, not just chasing headlines, but showing how a Labour government will meet the long-term challenges our country faces.  And I believe that as a party and a government we have shown the strength to deal with difficult times and keep setting the agenda and responding to the concerns of the British people.  Mr Brown quashed election speculation in early October, saying he wanted a chance to show his vision for Britain.  'Families first'  Mr Balls, speaking on Saturday, said: In the Queen's Speech next week we will set out our programme: to respond to the rising aspirations of the British people; to ensure security for all; to entrust more power to Parliament and the people; and to build a Britain where everybody can rise as far as their talents will take them.  And we will put the concerns of families in every part of our country first.  He criticised the Conservatives for policies which hold people back.  Whether it's on families, health or education, the Tories' vision is a vision of a two-tier Britain.  David Cameron stands for a two-tier Britain, two tiers of opportunity - not just holding young people back from reaching their full potential, but holding the whole country back from what we can achieve together.  Immigration  Labour is not just the Party of the Union, but the true 'one nation' party in British politics. It is our values and our vision which will deliver the change that Britain needs and win the trust of the British people.  The Government was also hit this week by disclosures that it had seriously underestimated the number of foreign workers coming to the UK.  It came as Mr Cameron reopened the debate on immigration, calling for a cap on overall numbers.  But Mr Balls dismissed his speech as just scaremongering and playing to people's fears without any solution to speak of.
Your News	Line up for spectrum gold rush	Carillion is tipped to buy support services firm Alfred McAlpine, after the latter backed a takeover proposal worth nearly 600m.  The 585p cash-and-shares offer is Carillion's third bid since August, its previous two having been rejected.  McAlpine shareholders have been urging the firm to accept a bid since accounting problems emerged at its slate business over the summer.  McAlpine's board is backing the deal, subject to shareholder approval.  Subject to its detailed terms and conditions the board of Alfred McAlpine has confirmed if such an offer were to be made it would receive its unanimous recommendation, Carillion said after the latest offer.  Schroders - McAlpine's largest stakeholder - voiced its backing for a takeover after the bid was made in October.  Carillion's first bid, at 560p a share, was rejected in August as was its second bid the following month.  McAlpine said an internal probe had showed systematic misrepresentation of production volumes and sales at its slate-producing unit.
Ferguson critical of referee Webb	ISAs total value jumps to 208bn	The number of people being declared insolvent in England and Wales fell again in the third quarter of the year.  The number of individual insolvencies dropped by 3% to 26,072 from the previous three months and was 5% down on last year.  Bankruptcies fell by 2.1% to 15,833, while Individual Voluntary Arrangements (IVAs) went down by 4.3% to 10,239  The number of home repossession orders made by courts in England and Wales also fell by 1% in the third quarter.  In the past three months the total dropped to 23,806.  Consumer borrowing  This is the third quarter in a row that the number of people going bust has fallen, and the first time in five years that there has been a year-on-year decrease.  Pat Boyden of accountants PricewaterhouseCoopers said this drop reflected the fact that borrowing on credit cards has been tailing off.  There has been a fall for the last couple of years, so the insolvency figures have levelled off, he said.  Although bankruptcy levels are still 2.2% higher than a year ago, IVAs are now running 14% lower than at the same stage in 2006.  Lee Manning, an insolvency expert at accountancy firm Deloitte, said that was because firms which specialise in setting up IVAs were having to become more circumspect.  There has been considerable pressure on IVA specialists to be more fussy about the cases they take on, he said.  There have been examples of proposed IVAs that were inappropriate and for which the fees were too high.  Repossessions  Despite the fall in the number of repossession orders that lenders have gained in the courts - the first stage in the repossession process - there have been warnings this week that actual repossessions will rise by about 50% next year.  The Council of Mortgage Lenders predicted that repossessions could rise to 45,000 by the end of 2008, with the number of mortgages more than three months in arrears also going up, by 17% to 170,000.  It said this would be due to homeowners finding it impossible to keep up with rising mortgage payments.  Mark Sands, from accountancy firm KPMG, said this in turn would drive up the personal insolvency figures.  They are both driven by the same factors; the ability to refinance and the pressures on household budgets, he said.  We expect long term that they will go up hand-in-hand with repossessions next year.  Have you been affected by the issues covered in this story? Send us your comments and experiences using the form below.  Name  Your E-mail address  Town &amp; Country  Phone number (optional):  Comments  The BBC may edit your comments and not all emails will be published. Your comments may be published on any BBC media worldwide. Terms & Conditions
Fresh fall in insolvency numbers	PS3 network enters record books	
Record payout for sacked worker	Australian TV host found dead	
Australian TV host found dead	Iraq vows to arrest PKK rebels	The Labour government has made some mistakes during the past few weeks, but remains united, Schools Secretary Ed Balls has said.  In a speech to Labour supporters Mr Balls, a close ally of PM Gordon Brown, said the party had the strength to deal with difficult times.  It is still our party that has been setting the policy agenda, he insisted.  The government's parliamentary plans are to be set out on Tuesday.  Echoing comments Mr Brown made in October about ups and downs, Mr Balls said the party had been boosted by a successful conference in September but all was not plain sailing.  I believe that as a party and a government we have shown the strength to deal with difficult times  Ed BallsSchools Secretary  Since then - what can I say - it's been a bit up and down. And we have made some mistakes.  But for all the sound and fury of the past few weeks, it is still our party that has been setting the policy agenda - not taking the easy, short-term course, not just chasing headlines, but showing how a Labour government will meet the long-term challenges our country faces.  And I believe that as a party and a government we have shown the strength to deal with difficult times and keep setting the agenda and responding to the concerns of the British people.  Mr Brown quashed election speculation in early October, saying he wanted a chance to show his vision for Britain.  'Families first'  Mr Balls, speaking on Saturday, said: In the Queen's Speech next week we will set out our programme: to respond to the rising aspirations of the British people; to ensure security for all; to entrust more power to Parliament and the people; and to build a Britain where everybody can rise as far as their talents will take them.  And we will put the concerns of families in every part of our country first.  He criticised the Conservatives for policies which hold people back.  Whether it's on families, health or education, the Tories' vision is a vision of a two-tier Britain.  David Cameron stands for a two-tier Britain, two tiers of opportunity - not just holding young people back from reaching their full potential, but holding the whole country back from what we can achieve together.  Immigration  Labour is not just the Party of the Union, but the true 'one nation' party in British politics. It is our values and our vision which will deliver the change that Britain needs and win the trust of the British people.  The Government was also hit this week by disclosures that it had seriously underestimated the number of foreign workers coming to the UK.  It came as Mr Cameron reopened the debate on immigration, calling for a cap on overall numbers.  But Mr Balls dismissed his speech as just scaremongering and playing to people's fears without any solution to speak of.
China raises fuel prices by 10%	Arsenal 2-2 Man Utd	
PS3 network enters record books	Pizza worker was unfairly sacked	
Richard and Judy quit chatshow	When work becomes a game	Thousands of people were expected to take part in a parade through north-west London to celebrate Diwali, the Hindu festival of lights.  A procession of floats and musicians was to make its way along Ealing Road and Harrow Road in Brent on Saturday.  Local schoolchildren who have taken part in costume, lantern-making and drumming workshops will show off their new skills in the parade.  Fireworks were being lit at the end of the parade by the mayor of Brent.  The hour-long parade was from Alperton Tube station to Barham Park.  Vashti Waite, festival organiser said: Diwali is a fabulous event for families and I'm delighted we have been able to offer these creative workshops to young people this year.  When the streets of Brent fill with music, dance and light these young people will know they have helped to make it such a special occasion.  Are you celebrating Diwali? Are you going to watch the parade? Send your pictures and videos of the festival and celebrations to:  yourpics@bbc.co.uk or text them to 61124. If you have a large file you can upload here.  Click here to see terms and conditions  At no time should you endanger yourself or others, take any unnecessary risks or infringe any laws.
